test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,0,1,0,1,128,8388608,3,2,16,0.242793,8538848.000000,0.114716,4130256.000000,0,0,16.000000,1453.218166
ofs-update,0,1,0,1,128,8388608,3,2,128,0.331380,12387456.000000,0.156158,4460464.000000,0,0,128.000000,1453.218166
ofs-update,0,1,0,1,128,8388608,3,2,1024,4.199372,836545920.000000,2.113020,358076944.000000,0,0,1024.000000,1453.218166
ofs-update,0,1,0,1,128,8388608,3,2,4096,4.625036,964944000.000000,2.071484,379542064.000000,0,0,4096.000000,1453.218166
ofs-update,0,1,0,1,128,32,3,2,0,0,0,0,0,0.002913,14880.000000,0,0.076075
ofs-update,0,1,0,1,128,32,3,2,16,0.004761,35920.000000,0.003101,23744.000000,0,0,16.000000,0.076075
ofs-update,0,1,0,1,128,256,3,2,0,0,0,0,0,0.020268,425808.000000,0,0.660202
ofs-update,0,1,0,1,128,256,3,2,16,0.018095,177520.000000,0.011879,109424.000000,0,0,16.000000,0.660202
ofs-update,0,1,0,1,128,256,3,2,128,0.017437,177712.000000,0.018004,170704.000000,0,0,128.000000,0.660202
ofs-update,0,1,0,1,32,2048,3,2,0,0,0,0,0,0.085231,1753680.000000,0,1.748422
ofs-update,0,1,0,1,32,2048,3,2,16,0.058428,807961.600000,0.052976,539523.200000,0,0,16.000000,1.748422
ofs-update,0,1,0,1,32,2048,3,2,128,0.023462,438496.000000,0.020838,307424.000000,0,0,128.000000,1.748422
ofs-update,0,1,0,1,32,2048,3,2,1024,0.022901,439648.000000,0.021999,421648.000000,0,0,1024.000000,1.748422
ofs-update,0,1,0,1,32,16384,3,2,0,0,0,0,0,0.311429,13576272.000000,0,4.194552
ofs-update,0,1,0,1,32,16384,3,2,16,0.128294,1576384.000000,0.035367,590832.000000,0,0,16.000000,4.194552
ofs-update,0,1,0,1,32,16384,3,2,128,0.038389,1978192.000000,0.033779,1138640.000000,0,0,128.000000,4.194552
ofs-update,0,1,0,1,32,16384,3,2,1024,0.037867,1978384.000000,0.037120,1953328.000000,0,0,1024.000000,4.194552
ofs-update,0,1,0,1,32,16384,3,2,4096,0.039250,1986112.000000,0.037024,1963936.000000,0,0,4096.000000,4.194552
ofs-update,0,1,0,1,32,131072,3,2,0,0,0,0,0,2.028764,106746960.000000,0,17.610457
ofs-update,0,1,0,1,32,131072,3,2,16,0.113450,1780806.400000,0.046374,963392.000000,0,0,16.000000,17.610457
ofs-update,0,1,0,1,32,131072,3,2,128,0.085582,13175488.000000,0.081083,6816368.000000,0,0,128.000000,17.610457
ofs-update,0,1,0,1,32,131072,3,2,1024,0.080110,13183264.000000,0.089843,13135792.000000,0,0,1024.000000,17.610457
ofs-update,0,1,0,1,32,131072,3,2,4096,0.082746,13199392.000000,0.087602,13151440.000000,0,0,4096.000000,17.610457
ofs-update,0,1,0,1,32,1048576,3,2,0,0,0,0,0,18.958702,1179423360.000000,0,150.756589
ofs-update,0,1,0,1,32,1048576,3,2,16,0.183377,2947360.000000,0.079500,1514384.000000,0,0,16.000000,150.756589
ofs-update,0,1,0,1,32,1048576,3,2,128,0.294032,30544083.200000,0.178473,2838716.800000,0,0,128.000000,150.756589
ofs-update,0,1,0,1,32,1048576,3,2,1024,0.311393,61529548.800000,0.179589,24777120.000000,0,0,1024.000000,150.756589
ofs-update,0,1,0,1,32,1048576,3,2,4096,0.314101,64691520.000000,0.181848,26929260.800000,0,0,4096.000000,150.756589
ofs-update,0,1,0,1,32,8388608,3,2,0,0,0,0,0,131.945780,9415240320.000000,0,707.086214
ofs-update,0,1,0,1,32,8388608,3,2,16,0.197259,4476691.200000,0.091368,2369616.000000,0,0,16.000000,707.086214
ofs-update,0,1,0,1,32,8388608,3,2,128,0.285928,6464710.400000,0.134235,2677744.000000,0,0,128.000000,707.086214
ofs-update,0,1,0,1,32,8388608,3,2,1024,0.902055,239305897.600000,0.486294,106430176.000000,0,0,1024.000000,707.086214
ofs-update,0,1,0,1,32,8388608,3,2,4096,0.920391,266574499.200000,0.493239,133751625.600000,0,0,4096.000000,707.086214
ofs-update,0,1,0,1,32,32,3,2,0,0,0,0,0,0.003171,14880.000000,0,0.097857
ofs-update,0,1,0,1,32,32,3,2,16,0.004940,28192.000000,0.003491,20480.000000,0,0,16.000000,0.097857
ofs-update,0,1,0,1,32,256,3,2,0,0,0,0,0,0.008354,122400.000000,0,0.333215
ofs-update,0,1,0,1,32,256,3,2,16,0.013729,128224.000000,0.008543,83696.000000,0,0,16.000000,0.333215
ofs-update,0,1,0,1,32,256,3,2,128,0.013609,129280.000000,0.013568,124000.000000,0,0,128.000000,0.333215
ofs-update,0,1,0,1,4096,2048,3,2,0,0,0,0,0,0.292077,68078160.000000,0,10.758627
ofs-update,0,1,0,1,4096,2048,3,2,16,0.160770,24014678.400000,0.064363,5846524.800000,0,0,16.000000,10.758627
ofs-update,0,1,0,1,4096,2048,3,2,128,0.105662,17080512.000000,0.087726,8630112.000000,0,0,128.000000,10.758627
ofs-update,0,1,0,1,4096,2048,3,2,1024,0.110668,17082576.000000,0.116179,17066304.000000,0,0,1024.000000,10.758627
ofs-update,0,1,0,1,4096,16384,3,2,0,0,0,0,0,3.743240,545732688.000000,0,81.063814
ofs-update,0,1,0,1,4096,16384,3,2,16,0.227024,22681180.800000,0.051453,6820560.000000,0,0,16.000000,81.063814
ofs-update,0,1,0,1,4096,16384,3,2,128,0.903007,135144176.000000,0.637980,67720192.000000,0,0,128.000000,81.063814
ofs-update,0,1,0,1,4096,16384,3,2,1024,0.904751,135158384.000000,0.934963,135117680.000000,0,0,1024.000000,81.063814
ofs-update,0,1,0,1,4096,16384,3,2,4096,0.891321,135161504.000000,0.910353,135136352.000000,0,0,4096.000000,81.063814
ofs-update,0,1,0,1,4096,131072,3,2,0,0,0,0,0,95.987817,8603264640.000000,0,738.560826
ofs-update,0,1,0,1,4096,131072,3,2,16,0.234979,34100688.000000,0.139188,15530640.000000,0,0,16.000000,738.560826
ofs-update,0,1,0,1,4096,131072,3,2,128,6.817048,1440189244.800000,3.198732,538716624.000000,0,0,128.000000,738.560826
ofs-update,0,1,0,1,4096,131072,3,2,1024,6.799425,1440197644.800000,3.123099,592566489.600000,0,0,1024.000000,738.560826
ofs-update,0,1,0,1,4096,131072,3,2,4096,11.880083,1992602419.200000,6.514197,1332559305.600000,0,0,4096.000000,738.560826
ofs-update,0,1,0,1,4096,32,3,2,0,0,0,0,0,0.003610,14880.000000,0,0.244759
ofs-update,0,1,0,1,4096,32,3,2,16,0.007416,288480.000000,0.005562,151344.000000,0,0,16.000000,0.244759
ofs-update,0,1,0,1,4096,256,3,2,0,0,0,0,0,0.062543,8425296.000000,0,1.862567
ofs-update,0,1,0,1,4096,256,3,2,16,0.026061,2207168.000000,0.022034,1122112.000000,0,0,16.000000,1.862567
ofs-update,0,1,0,1,4096,256,3,2,128,0.025162,2206832.000000,0.031353,2204768.000000,0,0,128.000000,1.862567
ofs-update,1,1,0,1,128,2048,3,2,0,0,0,0,0,0.039243,3320400.000000,0,0.917440
ofs-update,1,1,0,1,128,2048,3,2,16,0.043512,1348320.000000,0.034294,660880.000000,0,0,16.000000,0.917440
ofs-update,1,1,0,1,128,2048,3,2,128,0.017092,830560.000000,0.014766,504176.000000,0,0,128.000000,0.917440
ofs-update,1,1,0,1,128,2048,3,2,1024,0.016762,830656.000000,0.016401,814816.000000,0,0,1024.000000,0.917440
ofs-update,1,1,0,1,128,16384,3,2,0,0,0,0,0,0.244052,26146896.000000,0,2.938420
ofs-update,1,1,0,1,128,16384,3,2,16,0.102520,2059939.200000,0.030915,740880.000000,0,0,16.000000,2.938420
ofs-update,1,1,0,1,128,16384,3,2,128,0.035140,5123968.000000,0.031451,2707856.000000,0,0,128.000000,2.938420
ofs-update,1,1,0,1,128,16384,3,2,1024,0.034315,5123440.000000,0.035655,5092384.000000,0,0,1024.000000,2.938420
ofs-update,1,1,0,1,128,16384,3,2,4096,0.036656,5137312.000000,0.034231,5108512.000000,0,0,4096.000000,2.938420
ofs-update,1,1,0,1,128,131072,3,2,0,0,0,0,0,2.252548,347793024.000000,0,16.464071
ofs-update,1,1,0,1,128,131072,3,2,16,0.110630,2582758.400000,0.051494,1308896.000000,0,0,16.000000,16.464071
ofs-update,1,1,0,1,128,131072,3,2,128,0.153797,48936880.000000,0.088195,18623168.000000,0,0,128.000000,16.464071
ofs-update,1,1,0,1,128,131072,3,2,1024,0.156564,50729472.000000,0.092810,19570080.000000,0,0,1024.000000,16.464071
ofs-update,1,1,0,1,128,131072,3,2,4096,0.213225,69158640.000000,0.150189,46210816.000000,0,0,4096.000000,16.464071
ofs-update,1,1,0,1,128,1048576,3,2,0,0,0,0,0,17.433936,2783695488.000000,0,98.412423
ofs-update,1,1,0,1,128,1048576,3,2,16,0.157974,4667664.000000,0.064324,2314016.000000,0,0,16.000000,98.412423
ofs-update,1,1,0,1,128,1048576,3,2,128,0.346977,97823379.200000,0.154862,4493980.800000,0,0,128.000000,98.412423
ofs-update,1,1,0,1,128,1048576,3,2,1024,0.453065,206750192.000000,0.242116,81404544.000000,0,0,1024.000000,98.412423
ofs-update,1,1,0,1,128,1048576,3,2,4096,0.463425,212112579.200000,0.251323,95719043.200000,0,0,4096.000000,98.412423
ofs-update,1,1,0,1,128,8388608,3,2,0,0,0,0,0,142.496190,22274878080.000000,0,754.478932
ofs-update,1,1,0,1,128,8388608,3,2,16,0.218091,8399680.000000,0.095040,4140288.000000,0,0,16.000000,754.478932
ofs-update,1,1,0,1,128,8388608,3,2,128,0.291312,12471696.000000,0.139469,4432640.000000,0,0,128.000000,754.478932
ofs-update,1,1,0,1,128,8388608,3,2,1024,2.258705,843702896.000000,1.095177,358091056.000000,0,0,1024.000000,754.478932
ofs-update,1,1,0,1,128,8388608,3,2,4096,2.360810,929277392.000000,1.132738,386681856.000000,0,0,4096.000000,754.478932
ofs-update,1,1,0,1,128,32,3,2,0,0,0,0,0,0.001736,14880.000000,0,0.038746
ofs-update,1,1,0,1,128,32,3,2,16,0.003480,33952.000000,0.001964,23936.000000,0,0,16.000000,0.038746
ofs-update,1,1,0,1,128,256,3,2,0,0,0,0,0,0.013513,425808.000000,0,0.271382
ofs-update,1,1,0,1,128,256,3,2,16,0.010522,172720.000000,0.007248,108320.000000,0,0,16.000000,0.271382
ofs-update,1,1,0,1,128,256,3,2,128,0.010706,176848.000000,0.010785,171904.000000,0,0,128.000000,0.271382
ofs-update,1,1,0,1,32,2048,3,2,0,0,0,0,0,0.035892,1753680.000000,0,0.910843
ofs-update,1,1,0,1,32,2048,3,2,16,0.044183,804892.800000,0.034892,539526.400000,0,0,16.000000,0.910843
ofs-update,1,1,0,1,32,2048,3,2,128,0.016569,430288.000000,0.015366,309968.000000,0,0,128.000000,0.910843
ofs-update,1,1,0,1,32,2048,3,2,1024,0.017377,441520.000000,0.016507,421552.000000,0,0,1024.000000,0.910843
ofs-update,1,1,0,1,32,16384,3,2,0,0,0,0,0,0.246488,13576272.000000,0,2.809709
ofs-update,1,1,0,1,32,16384,3,2,16,0.105054,1574992.000000,0.031973,585600.000000,0,0,16.000000,2.809709
ofs-update,1,1,0,1,32,16384,3,2,128,0.029686,1978672.000000,0.026953,1137584.000000,0,0,128.000000,2.809709
ofs-update,1,1,0,1,32,16384,3,2,1024,0.030729,1984192.000000,0.029108,1944256.000000,0,0,1024.000000,2.809709
ofs-update,1,1,0,1,32,16384,3,2,4096,0.031190,1987888.000000,0.029030,1956592.000000,0,0,4096.000000,2.809709
ofs-update,1,1,0,1,32,131072,3,2,0,0,0,0,0,1.826552,106746960.000000,0,11.855696
ofs-update,1,1,0,1,32,131072,3,2,16,0.105594,1785475.200000,0.046943,966560.000000,0,0,16.000000,11.855696
ofs-update,1,1,0,1,32,131072,3,2,128,0.062546,13179616.000000,0.058265,6809024.000000,0,0,128.000000,11.855696
ofs-update,1,1,0,1,32,131072,3,2,1024,0.065106,13191520.000000,0.067042,13132720.000000,0,0,1024.000000,11.855696
ofs-update,1,1,0,1,32,131072,3,2,4096,0.065092,13196128.000000,0.067128,13152928.000000,0,0,4096.000000,11.855696
ofs-update,1,1,0,1,32,1048576,3,2,0,0,0,0,0,15.303239,1179423360.000000,0,83.349082
ofs-update,1,1,0,1,32,1048576,3,2,16,0.158793,2927756.800000,0.069591,1519568.000000,0,0,16.000000,83.349082
ofs-update,1,1,0,1,32,1048576,3,2,128,0.219087,29476691.200000,0.153814,2846841.600000,0,0,128.000000,83.349082
ofs-update,1,1,0,1,32,1048576,3,2,1024,0.213928,63092102.400000,0.130192,24786864.000000,0,0,1024.000000,83.349082
ofs-update,1,1,0,1,32,1048576,3,2,4096,0.220590,65216067.200000,0.133191,25866294.400000,0,0,4096.000000,83.349082
ofs-update,1,1,0,1,32,8388608,3,2,0,0,0,0,0,122.038217,9415240320.000000,0,624.982715
ofs-update,1,1,0,1,32,8388608,3,2,16,0.209080,4432323.200000,0.086270,2362704.000000,0,0,16.000000,624.982715
ofs-update,1,1,0,1,32,8388608,3,2,128,0.286518,6481561.600000,0.135091,2699158.400000,0,0,128.000000,624.982715
ofs-update,1,1,0,1,32,8388608,3,2,1024,0.597901,243486416.000000,0.329151,106430704.000000,0,0,1024.000000,624.982715
ofs-update,1,1,0,1,32,8388608,3,2,4096,0.617127,274962128.000000,0.328341,116977712.000000,0,0,4096.000000,624.982715
ofs-update,1,1,0,1,32,32,3,2,0,0,0,0,0,0.002109,14880.000000,0,0.046122
ofs-update,1,1,0,1,32,32,3,2,16,0.003290,28768.000000,0.003082,21152.000000,0,0,16.000000,0.046122
ofs-update,1,1,0,1,32,256,3,2,0,0,0,0,0,0.007194,122400.000000,0,0.213971
ofs-update,1,1,0,1,32,256,3,2,16,0.009606,125536.000000,0.006004,81200.000000,0,0,16.000000,0.213971
ofs-update,1,1,0,1,32,256,3,2,128,0.009524,128368.000000,0.009696,123664.000000,0,0,128.000000,0.213971
ofs-update,1,1,0,1,4096,2048,3,2,0,0,0,0,0,0.137862,68078160.000000,0,2.577342
ofs-update,1,1,0,1,4096,2048,3,2,16,0.094885,23638425.600000,0.045659,5953929.600000,0,0,16.000000,2.577342
ofs-update,1,1,0,1,4096,2048,3,2,128,0.061990,17081184.000000,0.041811,8631504.000000,0,0,128.000000,2.577342
ofs-update,1,1,0,1,4096,2048,3,2,1024,0.064062,17087184.000000,0.060473,17068752.000000,0,0,1024.000000,2.577342
ofs-update,1,1,0,1,4096,16384,3,2,0,0,0,0,0,1.136959,545732688.000000,0,21.852102
ofs-update,1,1,0,1,4096,16384,3,2,16,0.184920,22997481.600000,0.042555,6836112.000000,0,0,16.000000,21.852102
ofs-update,1,1,0,1,4096,16384,3,2,128,0.508802,135145184.000000,0.331595,67718032.000000,0,0,128.000000,21.852102
ofs-update,1,1,0,1,4096,16384,3,2,1024,0.512883,135153584.000000,0.561019,135115664.000000,0,0,1024.000000,21.852102
ofs-update,1,1,0,1,4096,16384,3,2,4096,0.533865,135162896.000000,0.521707,135131888.000000,0,0,4096.000000,21.852102
ofs-update,1,1,0,1,4096,131072,3,2,0,0,0,0,0,18.176565,8603264640.000000,0,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,16,0.176548,34303920.000000,0.076039,15531072.000000,0,0,16.000000,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,128,3.602451,1399830201.600000,1.611605,538722576.000000,0,0,128.000000,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,1024,3.664681,1440201004.800000,1.583474,552230150.400000,0,0,1024.000000,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,4096,6.158057,2032956950.400000,3.453842,1292196470.400000,0,0,4096.000000,194.215705
ofs-update,1,1,0,1,4096,1048576,3,2,0,0,0,0,0,147.288729,69093610112.000000,0,1034.941600
