test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,0,1,0,1,4,1048576,1,1,0,0,0,93.250807,604879952.000000,0,515.189617
ofs,0,1,0,1,4,1048576,1,1,1,0.474917,0.435018,0,0,1.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,2,0.384117,0.428907,0,0,2.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,4,0.386448,0.437012,0,0,4.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,8,0.399651,0.439825,0,0,8.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,16,0.384764,0.428550,0,0,16.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,32,0.385144,0.426757,0,0,32.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,64,0.388274,0.435550,0,0,64.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,128,0.388714,0.434061,0,0,128.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,256,0.407711,0.438425,0,0,256.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,512,0.413582,0.444506,0,0,512.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,1024,0.552821,0.685551,0,0,1024.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,2048,0.821607,1.213229,0,0,2048.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,4096,1.397079,2.217953,0,0,4096.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,8192,2.553037,4.323616,0,0,8192.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,16384,4.827020,8.453967,0,0,16384.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,32768,9.401926,16.766283,0,0,32768.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,65536,18.559948,33.317947,0,0,65536.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,131072,36.403894,66.842761,0,0,131072.000000,515.189617
ofs,0,1,0,1,4,1048576,1,1,262144,72.267807,132.967601,0,0,262144.000000,515.189617
