test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,0,1,0,1,4,1048576,1,1,0,0,0,88.903989,603704400.000000,0,143.841421
ofs,0,1,0,1,4,1048576,1,1,1,0.458068,0.392939,0,0,1.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,2,0.358918,0.391645,0,0,2.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,4,0.357738,0.390103,0,0,4.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,8,0.367413,0.392645,0,0,8.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,16,0.352480,0.391005,0,0,16.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,32,0.353779,0.394776,0,0,32.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,64,0.364079,0.388036,0,0,64.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,128,0.376944,0.383551,0,0,128.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,256,0.359171,0.399334,0,0,256.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,512,0.351261,0.385652,0,0,512.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,1024,0.360277,0.385054,0,0,1024.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,2048,0.369901,0.387577,0,0,2048.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,4096,0.357353,0.382607,0,0,4096.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,8192,0.512365,0.607786,0,0,8192.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,16384,0.715366,1.091523,0,0,16384.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,32768,1.164400,1.926059,0,0,32768.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,65536,2.139742,3.722333,0,0,65536.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,131072,3.999758,7.243296,0,0,131072.000000,143.841421
ofs,0,1,0,1,4,1048576,1,1,262144,7.748531,14.210293,0,0,262144.000000,143.841421
