test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,1048576,1,1,0,0,0,191.020944,604879952.000000,0,522.887886
ofs,1,1,0,1,4,1048576,1,1,1,0.064953,1.021881,0,0,1.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,2,0.039013,1.055179,0,0,2.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,4,0.025892,0.964515,0,0,4.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,8,0.034164,0.980621,0,0,8.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,16,0.024344,0.974490,0,0,16.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,32,0.029246,0.916170,0,0,32.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,64,0.020179,0.909409,0,0,64.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,128,0.033844,0.950636,0,0,128.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,256,0.030042,0.933611,0,0,256.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,512,0.020410,0.944513,0,0,512.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,1024,0.047603,1.399628,0,0,1024.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,2048,0.085092,2.441951,0,0,2048.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,4096,0.194760,3.689911,0,0,4096.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,8192,0.363399,6.244723,0,0,8192.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,16384,0.686570,10.647996,0,0,16384.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,32768,1.350935,18.714631,0,0,32768.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,65536,2.660276,34.074168,0,0,65536.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,131072,5.173883,59.580171,0,0,131072.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,262144,9.993739,0,0,0,262144.000000,522.887886
ofs,1,1,0,1,4,1048576,1,1,524288,19.786657,0,0,0,524288.000000,522.887886
