omap,0,0,0,1,300,2048,12,1,0,7943577.970000,744951.360000,0.000000,7843583.710000,757425.600000,2523.320000,679466.000000,0.000000,1.589774
omap,0,0,0,1,300,4096,13,1,0,9557502.800000,918508.480000,0.000000,9409448.130000,950861.760000,3168.060000,640852.000000,0.000000,1.910838
omap,0,0,0,1,300,8192,14,1,0,11905670.640000,1127138.720000,0.000000,11240039.870000,1181321.920000,3936.280000,639180.000000,0.000000,2.329686
omap,0,0,0,1,300,16384,15,1,0,13699279.690000,1317328.160000,0.000000,13284242.150000,1409176.160000,4695.680000,608838.000000,0.000000,2.730911
