test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,1,1,4096,2,2,1,0,0.000279,33049.920000,0.000000,0.000211,33216.000000,7.000000,0.039240,0.000000,0.089441
omap,0,0,1,1,4,2,2,1,0,0.000202,477.600000,0.000000,0.000110,480.000000,119.000000,2.538526,0.000000,2.573370
omap,0,0,1,1,4096,65536,17,1,0,0.075816,20236681.920000,0.000000,0.070679,22116873.600000,5398.160000,0.000628,0.000000,15.118143
omap,0,0,1,1,4,65536,17,1,0,0.008912,292980.000000,0.000000,0.008698,319483.200000,79869.800000,0.000782,0.000000,1.766768
omap,0,0,1,1,4096,16777216,25,1,0,0.325967,43166351.040000,0.000000,0.354019,46727272.320000,11406.540000,0.069817,0.000000,69.074916
omap,0,0,1,1,4,16777216,25,1,0,0.034568,624057.600000,0.000000,0.167521,675086.400000,168770.600000,0.000865,0.000000,21.214152
omap,0,0,1,1,4096,256,9,1,0,0.012467,3554776.320000,0.000000,0.012152,3626855.040000,883.980000,0.000528,0.000000,2.464718
omap,0,0,1,1,4,256,9,1,0,0.003380,51571.200000,0.000000,0.003568,52252.800000,13062.200000,0.000582,0.000000,0.696153
