test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,1048576,1,1,0,0,0,0,0,106.206770,1645788240.000000,111.828341
ofs-update,0,1,0,1,128,1048576,1,1,128,0.550659,15294464.000000,0.041971,3343488.000000,0,0,111.828341
ofs-update,0,1,0,1,128,1048576,1,1,512,0.427705,9069696.000000,0.022947,5015232.000000,0,0,111.828341
ofs-update,0,1,0,1,128,1048576,1,1,1024,0.428782,9085536.000000,0.051769,10587712.000000,0,0,111.828341
ofs-update,0,1,0,1,128,1048576,1,1,4096,0.465085,9072576.000000,0.173244,28419648.000000,0,0,111.828341
