test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,0,1,128,524288,20,1,0,0,143.790572,402652416.000000,149.877971
osm,0,1,0,1,128,524288,20,1,128,1.444589,0,0,149.877971
osm,0,1,0,1,128,524288,20,1,512,1.615670,0,0,149.877971
osm,0,1,0,1,128,524288,20,1,1024,1.447110,0,0,149.877971
osm,0,1,0,1,128,524288,20,1,4096,1.543452,0,0,149.877971
