test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,0,1,128,262144,19,1,0,0,72.356172,201325824.000000,77.967834
osm,0,1,0,1,128,262144,19,1,128,1.434806,0,0,77.967834
osm,0,1,0,1,128,262144,19,1,512,1.498752,0,0,77.967834
osm,0,1,0,1,128,262144,19,1,1024,1.306975,0,0,77.967834
osm,0,1,0,1,128,262144,19,1,4096,1.335510,0,0,77.967834
