test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,524288,1,1,0,0,0,0,0,53.972517,822754384.000000,59.206729
ofs-update,0,1,0,1,128,524288,1,1,128,0.533432,13852128.000000,0.039896,3064864.000000,0,0,59.206729
ofs-update,0,1,0,1,128,524288,1,1,512,0.445632,8231648.000000,0.020970,4736608.000000,0,0,59.206729
ofs-update,0,1,0,1,128,524288,1,1,1024,0.439662,8209568.000000,0.038827,8915968.000000,0,0,59.206729
ofs-update,0,1,0,1,128,524288,1,1,4096,0.402707,8227808.000000,0.149368,23404416.000000,0,0,59.206729
