test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,0,1,128,1048576,21,1,0,0,282.878403,805305600.000000,290.199466
osm,0,1,0,1,128,1048576,21,1,128,1.804605,0,0,290.199466
osm,0,1,0,1,128,1048576,21,1,512,2.001829,0,0,290.199466
osm,0,1,0,1,128,1048576,21,1,1024,1.734710,0,0,290.199466
osm,0,1,0,1,128,1048576,21,1,4096,1.742513,0,0,290.199466
