test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,0,1,128,2097152,22,1,0,0,599.090803,1610611968.000000,607.774984
osm,0,1,0,1,128,2097152,22,1,128,2.301272,0,0,607.774984
osm,0,1,0,1,128,2097152,22,1,512,1.939849,0,0,607.774984
osm,0,1,0,1,128,2097152,22,1,1024,1.964451,0,0,607.774984
osm,0,1,0,1,128,2097152,22,1,4096,2.441133,0,0,607.774984
