test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,0,1,128,131072,18,1,0,0,36.555235,100662528.000000,41.048175
osm,0,1,0,1,128,131072,18,1,128,1.038858,0,0,41.048175
osm,0,1,0,1,128,131072,18,1,512,1.162371,0,0,41.048175
osm,0,1,0,1,128,131072,18,1,1024,1.191042,0,0,41.048175
osm,0,1,0,1,128,131072,18,1,4096,1.064849,0,0,41.048175
