test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,0,1,128,65536,17,1,0,0,17.962712,50330880.000000,21.189309
osm,0,1,0,1,128,65536,17,1,128,0.789588,0,0,21.189309
osm,0,1,0,1,128,65536,17,1,512,0.813430,0,0,21.189309
osm,0,1,0,1,128,65536,17,1,1024,0.803988,0,0,21.189309
osm,0,1,0,1,128,65536,17,1,4096,0.784722,0,0,21.189309
