test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,insert,insert_bytes,setup,setup_bytes,vl,total_time
osm,0,1,0,1,128,4194304,23,1,0,0,0,0,1193.559437,3221224704.000000,0,5743.801574
osm,0,1,0,1,128,4194304,23,1,128,3.281185,116.204747,160783872.000000,0,0,128.000000,5743.801574
osm,0,1,0,1,128,4194304,23,1,512,2.741891,274.856533,493845504.000000,0,0,512.000000,5743.801574
osm,0,1,0,1,128,4194304,23,1,1024,2.617092,393.252926,837448704.000000,0,0,1024.000000,5743.801574
osm,0,1,0,1,128,4194304,23,1,4096,2.249716,661.943691,2183832576.000000,0,0,4096.000000,5743.801574
osm,0,1,0,1,128,4194304,23,1,16384,0,1252.199292,4516993536.000000,0,0,16384.000000,5743.801574
osm,0,1,0,1,128,4194304,23,1,65536,0,1840.866993,6277837824.000000,0,0,65536.000000,5743.801574
