test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,0,1,0,1,128,4194304,1,1,0,0,0,0,0,424.544771,6583991376.000000,0,470.505744
ofs-update,0,1,0,1,128,4194304,1,1,128,0.661064,18306816.000000,0.691836,10920512.000000,0,0,128.000000,470.505744
ofs-update,0,1,0,1,128,4194304,1,1,512,0.546256,10916192.000000,0.799812,18993696.000000,0,0,512.000000,470.505744
ofs-update,0,1,0,1,128,4194304,1,1,1024,0.546003,10880192.000000,1.231405,33482720.000000,0,0,1024.000000,470.505744
ofs-update,0,1,0,1,128,4194304,1,1,4096,0.552987,10908512.000000,3.404477,98609664.000000,0,0,4096.000000,470.505744
ofs-update,0,1,0,1,128,4194304,1,1,16384,0,0,9.499896,330649312.000000,0,0,16384.000000,470.505744
ofs-update,0,1,0,1,128,4194304,1,1,65536,0,0,28.010701,954662176.000000,0,0,65536.000000,470.505744
