test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,65536,1,1,0,0,0,0,0,7.846912,102599760.000000,11.008285
ofs-update,0,1,0,1,128,65536,1,1,128,0.352594,9089792.000000,0.015502,2228992.000000,0,0,11.008285
ofs-update,0,1,0,1,128,65536,1,1,512,0.310743,5747264.000000,0.014017,2228992.000000,0,0,11.008285
ofs-update,0,1,0,1,128,65536,1,1,1024,0.289039,5731424.000000,0.023281,4736608.000000,0,0,11.008285
ofs-update,0,1,0,1,128,65536,1,1,4096,0.320864,5753984.000000,0.082243,13931200.000000,0,0,11.008285
