id,search
0,0.0
1,0.631995
2,0.650918
4,0.631371
8,0.64949
16,0.633141
32,0.651661
64,0.623516
128,0.641367
256,0.641529
512,0.642321
1024,0.656097
2048,0.617425
4096,0.636005
8192,1.016596
16384,1.664211
32768,2.662124
65536,4.650715
131072,8.097507
262144,14.080849
524288,23.725282
1048576,0.0
2097152,0.0
