id,search
0,0.0
1,0.534167
2,0.514685
4,0.522258
8,0.506116
16,0.526906
32,0.515757
64,0.508551
128,0.508788
256,0.515994
512,0.789845
1024,1.284331
2048,2.205102
4096,3.897853
8192,6.73448
16384,11.731683
32768,20.298001
65536,35.66128
131072,61.948044
262144,108.946264
524288,187.976558
1048576,0.0
2097152,0.0
