id,search
0,0.0
1,0.305074
2,0.290213
4,0.285472
8,0.304607
16,0.31784
32,0.35014
64,0.397661
128,0.497397
256,0.719716
512,1.120636
1024,1.842016
2048,3.258383
4096,5.963175
8192,10.618865
16384,19.335685
32768,34.208598
65536,60.399342
131072,103.277144
262144,169.485064
524288,263.983403
1048576,0.0
2097152,0.0
