id,search
0,0.0
1,0.533019
2,0.552847
4,0.537776
8,0.551707
16,0.525959
32,0.540923
64,0.556547
128,0.526378
256,0.54363
512,0.536923
1024,0.531945
2048,0.805535
4096,1.308701
8192,2.211225
16384,3.840997
32768,6.623548
65536,11.588945
131072,20.44919
262144,35.705833
524288,62.465494
1048576,0.0
2097152,0.0
