id,search
0,0.0
1,0.38654
2,0.350662
4,0.264133
8,0.311882
16,0.264974
32,0.289515
64,0.323512
128,0.335583
256,0.350787
512,0.308618
1024,0.2018
2048,0.191855
4096,0.16222
8192,0.110856
16384,0.13959
