test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,1048576,2,1,0,0,0,108.913729,712278656.000000,0,304.465634
ofs,1,1,0,1,4,1048576,2,1,1,0.000000,0.479860,0,0,1.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,2,0.000000,0.501861,0,0,2.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,4,0.000000,0.492283,0,0,4.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,8,0.000000,0.486401,0,0,8.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,16,0.000000,0.499451,0,0,16.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,32,0.000000,0.491701,0,0,32.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,64,0.000000,0.491501,0,0,64.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,128,0.000000,0.415721,0,0,128.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,256,0.000000,0.423268,0,0,256.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,512,0.000000,0.414760,0,0,512.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,1024,0.000000,0.419920,0,0,1024.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,2048,0.000000,0.414193,0,0,2048.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,4096,0.000000,0.638173,0,0,4096.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,8192,0.000000,1.094464,0,0,8192.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,16384,0.000000,2.035688,0,0,16384.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,32768,0.000000,3.866620,0,0,32768.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,65536,0.000000,7.667101,0,0,65536.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,131072,0.000000,15.247754,0,0,131072.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,262144,0.000000,30.086090,0,0,262144.000000,304.465634
ofs,1,1,0,1,4,1048576,2,1,524288,0.000000,60.257739,0,0,524288.000000,304.465634
