id,search
0,0.0
1,0.154996
2,0.168347
4,0.158143
8,0.181781
16,0.156316
32,0.183565
64,0.193323
128,0.17386
256,0.274494
512,0.378227
1024,0.63802
2048,1.04615
4096,1.726194
8192,2.749629
16384,4.130923
