id,search
0,0.0
1,0.128932
2,0.125988
4,0.146542
8,0.139807
16,0.144378
32,0.168451
64,0.207928
128,0.261348
256,0.338331
512,0.566423
1024,0.896736
2048,1.459674
4096,2.283232
8192,3.443617
16384,4.772266
32768,6.076073
