id,search
0,0.0
1,0.186028
2,0.139346
4,0.144507
8,0.177391
16,0.142407
32,0.142381
64,0.172185
128,0.152605
256,0.171813
512,0.241477
1024,0.346648
2048,0.605598
4096,1.016057
8192,1.679257
16384,2.631512
