id,search
0,0.0
1,0.28669
2,0.262696
4,0.254963
8,0.252914
16,0.281928
32,0.29217
64,0.380771
128,0.465377
256,0.741635
512,1.110523
1024,1.91188
2048,3.342484
4096,5.789658
8192,11.322822
16384,20.894018
32768,38.11814
65536,63.849483
131072,102.480943
262144,150.408481
524288,191.730457
