id,search
0,0.0
1,0.316013
2,0.34766
4,0.332736
8,0.340469
16,0.329638
32,0.315536
64,0.33371
128,0.324106
256,0.589569
512,0.965964
1024,1.8119
2048,3.088057
4096,5.332451
8192,8.85571
16384,17.153482
32768,29.664775
65536,52.890176
131072,85.779985
262144,134.621455
524288,202.515278
