id,search
0,0.0
1,0.440397
2,0.436918
4,0.441794
8,0.456579
16,0.484512
32,0.528652
64,0.633196
128,0.833993
256,1.209178
512,1.848916
1024,3.174148
2048,5.532007
4096,9.856244
8192,17.664293
16384,31.272859
32768,55.785275
65536,93.801357
131072,146.398421
262144,0.0
524288,0.0
