id,search
0,0.0
1,0.373743
2,0.376392
4,0.358898
8,0.37657
16,0.372078
32,0.36728
64,0.387434
128,0.364375
256,0.360668
512,0.346494
1024,0.60133
2048,0.891894
4096,1.682344
8192,2.74826
16384,4.847036
32768,8.433875
65536,14.411525
131072,27.834096
262144,0.0
524288,0.0
