test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,1048576,1,1,0,0,0,176.629202,603704400.000000,0,270.485127
ofs,1,1,0,1,4,1048576,1,1,1,0.565402,0.573134,0,0,1.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,2,0.573871,0.531175,0,0,2.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,4,0.592664,0.530514,0,0,4.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,8,0.554804,0.450541,0,0,8.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,16,0.682276,0.567880,0,0,16.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,32,0.586220,0.583387,0,0,32.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,64,0.486039,0.548917,0,0,64.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,128,0.673488,0.500892,0,0,128.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,256,0.493983,0.592089,0,0,256.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,512,0.622603,0.527635,0,0,512.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,1024,0.506339,0.541548,0,0,1024.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,2048,0.534261,0.551996,0,0,2048.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,4096,0.582574,0.489356,0,0,4096.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,8192,0.741597,0.832532,0,0,8192.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,16384,1.115809,1.683335,0,0,16384.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,32768,2.042610,3.244310,0,0,32768.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,65536,3.806726,6.357051,0,0,65536.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,131072,7.057819,12.707921,0,0,131072.000000,270.485127
ofs,1,1,0,1,4,1048576,1,1,262144,13.409039,26.410746,0,0,262144.000000,270.485127
