test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,vl,total_time
ofs,0,0,1,1,300,8388608,20,16,0,0,0,13.429407,0,0,0,208.255956,2147473152.000000,0,6465.794776
ofs,0,0,1,1,300,8388608,20,16,1,1.334296,479257872.000000,0,39.335093,1307980688.000000,4349666.000000,0,0,10269.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,2,1.556145,637867136.000000,0,21.488056,1393307984.000000,4632515.000000,0,0,11844.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,3,1.083552,60081168.000000,0,11.773780,144232288.000000,479944.000000,0,0,830.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,4,0.851430,77546864.000000,0,7.341332,189040384.000000,628867.000000,0,0,1267.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,5,1.104556,64837904.000000,0,6.021772,148239968.000000,493354.000000,0,0,779.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,6,0.802621,74991168.000000,0,4.652636,174071024.000000,579173.000000,0,0,1063.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,7,1.257285,43870976.000000,0,5.519688,100465744.000000,334443.000000,0,0,442.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,8,0.890197,84715936.000000,0,4.913719,188169280.000000,626021.000000,0,0,1209.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,9,0.915591,128391200.000000,0,6.555544,332716800.000000,1106727.000000,0,0,2329.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,10,1.312975,80074544.000000,0,5.530901,168573920.000000,561013.000000,0,0,900.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,11,1.452021,30035840.000000,0,18.475249,62794464.000000,209199.000000,0,0,115.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,12,0.816757,78140512.000000,0,3.079425,175314976.000000,583283.000000,0,0,1100.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,13,1.003914,237041776.000000,0,5.525448,620969856.000000,2065113.000000,0,0,4786.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,14,0.828139,21333360.000000,0,8.474783,46634080.000000,155305.000000,0,0,141.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,15,1.406925,85690112.000000,0,4.967175,180283904.000000,599978.000000,0,0,968.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,16,2.103421,845152576.000000,0,16.965153,1911279408.000000,6354671.000000,0,0,16260.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,17,11.567984,6024816608.000000,0,80.135533,14875893536.000000,49413888.000000,0,0,172423.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,18,1.263790,75423312.000000,0,3.502030,159750768.000000,531629.000000,0,0,873.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,19,69.413690,26170988640.000000,0,188.705160,60901343360.000000,202128416.000000,0,0,876061.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,20,0.845805,128184560.000000,0,8.688353,309699120.000000,1030050.000000,0,0,2280.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,21,1.306613,516137840.000000,0,5.785428,1200083744.000000,3990860.000000,0,0,9419.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,22,1.277174,489959440.000000,0,5.502824,1104716560.000000,3673960.000000,0,0,8428.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,23,0.992565,96531504.000000,0,7.962302,208699936.000000,694308.000000,0,0,1358.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,24,0.890622,89697120.000000,0,5.986814,188336560.000000,626561.000000,0,0,1227.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,25,2.932551,1353490400.000000,0,18.227212,3478883104.000000,11565159.000000,0,0,31118.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,26,0.255412,4367120.000000,0,7.164666,8487760.000000,28290.000000,0,0,2.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,27,3.867813,1666125440.000000,0,14.457582,4381488480.000000,14562523.000000,0,0,42438.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,28,1.940460,24095280.000000,0,38.785046,47447360.000000,158132.000000,0,0,25.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,29,5.911422,474878128.000000,0,8.941588,1097266144.000000,3649086.000000,0,0,8467.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,30,1.962929,31109104.000000,0,15.410764,58460048.000000,194834.000000,0,0,32.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,31,1.191342,24021392.000000,0,17.174122,46648720.000000,155413.000000,0,0,82.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,32,1.066943,61200128.000000,0,5.581008,128414448.000000,427349.000000,0,0,699.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,33,1.065132,67969056.000000,0,5.309699,137389040.000000,457196.000000,0,0,767.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,34,1.347428,52315552.000000,0,11.242166,109070048.000000,363108.000000,0,0,458.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,35,1.317075,208366400.000000,0,6.557819,488504080.000000,1625012.000000,0,0,3334.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,36,1.254403,46454016.000000,0,4.647840,94775536.000000,315518.000000,0,0,400.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,37,3.267103,1705893360.000000,0,44.573081,4087086640.000000,13584758.000000,0,0,38864.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,38,0.413988,6412640.000000,0,14.601115,12046960.000000,40153.000000,0,0,3.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,39,0.434400,6557520.000000,0,12.374950,12045600.000000,40149.000000,0,0,3.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,40,1.255581,22800112.000000,0,20.645571,44397088.000000,147945.000000,0,0,45.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,41,0.952123,18400736.000000,0,5.054220,34039536.000000,113429.000000,0,0,36.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,42,1.395646,53074192.000000,0,4.505365,110679920.000000,368463.000000,0,0,470.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,43,3.447376,1199845760.000000,0,35.773720,2938318736.000000,9769372.000000,0,0,25023.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,44,1.136679,15879520.000000,0,27.641639,29862160.000000,99532.000000,0,0,8.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,45,1.615335,28397040.000000,0,21.751839,52640720.000000,175414.000000,0,0,55.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,46,1.856315,99428128.000000,0,13.452067,212979360.000000,708579.000000,0,0,1352.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,47,26.339355,2537386480.000000,0,38.923987,5800149920.000000,19277726.000000,0,0,56107.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,48,2.435700,8672000.000000,0,8.232591,15671840.000000,52235.000000,0,0,4.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,49,4.636312,16259680.000000,0,11.541031,29944320.000000,99806.000000,0,0,8.000000,6465.794776
ofs,0,0,1,1,300,8388608,20,16,50,2.172658,12628480.000000,0,6.501936,22879200.000000,76258.000000,0,0,6.000000,6465.794776
