test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,64,262144,1,1,0,0,0,35.422460,277150800.000000,0,91.158501
ofs,1,1,0,1,64,262144,1,1,1,0.014831,0.397761,0,0,1.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,2,0.013611,0.337776,0,0,2.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,4,0.011822,0.347999,0,0,4.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,8,0.011701,0.378991,0,0,8.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,16,0.013027,0.312741,0,0,16.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,32,0.012605,0.359791,0,0,32.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,64,0.011858,0.363302,0,0,64.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,128,0.008004,0.335691,0,0,128.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,256,0.013658,0.381252,0,0,256.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,512,0.022666,0.597072,0,0,512.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,1024,0.042401,0.812900,0,0,1024.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,2048,0.082445,1.307471,0,0,2048.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,4096,0.158057,2.110104,0,0,4096.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,8192,0.280889,3.609989,0,0,8192.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,16384,0.566727,6.074302,0,0,16384.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,32768,1.047689,10.130904,0,0,32768.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,65536,2.029583,0,0,0,65536.000000,91.158501
ofs,1,1,0,1,64,262144,1,1,131072,3.834499,0,0,0,131072.000000,91.158501
