Total memory usage: 88279460
test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,128,4194304,1,1,0,0,0,364.458878,6583991376.000000,0,1324.065043
ofs,1,1,0,1,128,4194304,1,1,1,0.085436,0.534167,0,0,1.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,2,0.019612,0.514685,0,0,2.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,4,0.018017,0.522258,0,0,4.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,8,0.014029,0.506116,0,0,8.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,16,0.018120,0.526906,0,0,16.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,32,0.016669,0.515757,0,0,32.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,64,0.017186,0.508551,0,0,64.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,128,0.012098,0.508788,0,0,128.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,256,0.014174,0.515994,0,0,256.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,512,0.027272,0.789845,0,0,512.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,1024,0.053020,1.284331,0,0,1024.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,2048,0.097352,2.205102,0,0,2048.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,4096,0.197466,3.897853,0,0,4096.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,8192,0.394291,6.734480,0,0,8192.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,16384,0.756723,11.731683,0,0,16384.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,32768,1.499069,20.298001,0,0,32768.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,65536,2.967614,35.661280,0,0,65536.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,131072,5.884354,61.948044,0,0,131072.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,262144,11.654536,108.946264,0,0,262144.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,524288,23.079455,187.976558,0,0,524288.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,1048576,45.583287,0,0,0,1048576.000000,1324.065043
ofs,1,1,0,1,128,4194304,1,1,2097152,90.572923,0,0,0,2097152.000000,1324.065043
