test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,128,4194304,1,1,0,0,0,1999.399029,6572686416.000000,0,2335.178143
ofs,1,1,0,1,128,4194304,1,1,1,0.235980,1.650842,0,0,1.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,2,0.047711,1.650696,0,0,2.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,4,0.039059,1.590955,0,0,4.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,8,0.034721,1.648996,0,0,8.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,16,0.033075,1.609984,0,0,16.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,32,0.040902,1.649081,0,0,32.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,64,0.035326,1.596304,0,0,64.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,128,0.039167,1.652881,0,0,128.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,256,0.031464,1.583266,0,0,256.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,512,0.027836,1.544056,0,0,512.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,1024,0.033094,1.691596,0,0,1024.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,2048,0.040721,1.597087,0,0,2048.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,4096,0.030102,1.604927,0,0,4096.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,8192,0.071451,2.432632,0,0,8192.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,16384,0.135994,3.808924,0,0,16384.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,32768,0.252832,6.482326,0,0,32768.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,65536,0.512838,11.109784,0,0,65536.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,131072,0.980180,19.331662,0,0,131072.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,262144,1.730874,33.031292,0,0,262144.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,524288,3.297363,59.839621,0,0,524288.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,1048576,5.439615,0,0,0,1048576.000000,2335.178143
ofs,1,1,0,1,128,4194304,1,1,2097152,9.601195,0,0,0,2097152.000000,2335.178143
