test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,65536,1,1,0,0,0,0,0,6.542880,98310480.000000,8.491033
ofs-update,1,1,0,1,128,65536,1,1,128,0.316035,63618496.000000,0.021725,17826176.000000,0,0,8.491033
ofs-update,1,1,0,1,128,65536,1,1,512,0.261991,36875392.000000,0.015812,13369632.000000,0,0,8.491033
ofs-update,1,1,0,1,128,65536,1,1,1024,0.259855,36880672.000000,0.016516,8913088.000000,0,0,8.491033
ofs-update,1,1,0,1,128,65536,1,1,4096,0.287465,36870112.000000,0.001406,0.000000,0,0,8.491033
