test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,262144,1,1,0,0,0,0,0,26.790487,406614096.000000,33.274587
ofs-update,0,1,0,1,128,262144,1,1,128,1.333308,99686528.000000,0.038390,26739264.000000,0,0,33.274587
ofs-update,0,1,0,1,128,262144,1,1,512,1.223704,99707168.000000,0.029687,22282720.000000,0,0,33.274587
ofs-update,0,1,0,1,128,262144,1,1,1024,0.868625,64022656.000000,0.017829,4456544.000000,0,0,33.274587
ofs-update,0,1,0,1,128,262144,1,1,4096,0.836917,55116288.000000,0.019962,8913088.000000,0,0,33.274587
