test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,262144,1,1,0,0,0,0,0,27.511596,406614096.000000,32.013782
ofs-update,0,1,1,1,128,262144,1,1,128,0.739826,99678848.000000,0.038157,26739264.000000,0,0,32.013782
ofs-update,0,1,1,1,128,262144,1,1,512,0.745447,81883872.000000,0.028343,22282720.000000,0,0,32.013782
ofs-update,0,1,1,1,128,262144,1,1,1024,0.820181,99699488.000000,0.021751,13369632.000000,0,0,32.013782
ofs-update,0,1,1,1,128,262144,1,1,4096,0.487845,55131168.000000,0.019478,8913088.000000,0,0,32.013782
