test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,2097152,1,1,0,0,0,0,0,201.339177,3284114512.000000,210.968087
ofs-update,0,1,0,1,128,2097152,1,1,128,1.689546,136212960.000000,0.068772,40108896.000000,0,0,210.968087
ofs-update,0,1,0,1,128,2097152,1,1,512,1.830083,136206720.000000,0.020746,31195808.000000,0,0,210.968087
ofs-update,0,1,0,1,128,2097152,1,1,1024,1.678705,154041536.000000,0.022590,22282720.000000,0,0,210.968087
ofs-update,0,1,0,1,128,2097152,1,1,4096,1.110238,82702752.000000,0.020929,26739264.000000,0,0,210.968087
