test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,131072,1,1,0,0,0,0,0,12.610250,201078352.000000,14.972446
ofs-update,1,1,0,1,128,131072,1,1,128,0.366150,81625632.000000,0.026204,22282720.000000,0,0,14.972446
ofs-update,1,1,0,1,128,131072,1,1,512,0.377262,81626112.000000,0.021376,17826176.000000,0,0,14.972446
ofs-update,1,1,0,1,128,131072,1,1,1024,0.342182,81660672.000000,0.018825,13369632.000000,0,0,14.972446
ofs-update,1,1,0,1,128,131072,1,1,4096,0.313472,45993440.000000,0.020591,13369632.000000,0,0,14.972446
