test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,1048576,1,1,0,0,0,0,0,102.519208,1639828560.000000,111.016443
ofs-update,0,1,0,1,128,1048576,1,1,128,1.481924,118084864.000000,0.059463,35652352.000000,0,0,111.016443
ofs-update,0,1,0,1,128,1048576,1,1,512,1.462749,118088704.000000,0.024555,26739264.000000,0,0,111.016443
ofs-update,0,1,0,1,128,1048576,1,1,1024,1.532071,127000352.000000,0.022130,31195808.000000,0,0,111.016443
ofs-update,0,1,0,1,128,1048576,1,1,4096,0.961032,73495424.000000,0.017365,22282720.000000,0,0,111.016443
