test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,131072,1,1,0,0,0,0,0,14.307793,204465232.000000,16.827057
ofs-update,0,1,1,1,128,131072,1,1,128,0.356066,25957376.000000,0.023501,7799456.000000,0,0,16.827057
ofs-update,0,1,1,1,128,131072,1,1,512,0.345097,25981376.000000,0.009996,6685248.000000,0,0,16.827057
ofs-update,0,1,1,1,128,131072,1,1,1024,0.307599,17055232.000000,0.003918,0.000000,0,0,16.827057
ofs-update,0,1,1,1,128,131072,1,1,4096,0.326044,17059072.000000,0.029208,15598912.000000,0,0,16.827057
