test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,0,1,128,524288,1,1,0,0,0,0,0,52.413758,817685584.000000,60.007706
ofs-update,0,1,0,1,128,524288,1,1,128,1.361441,117779104.000000,0.045940,31195808.000000,0,0,60.007706
ofs-update,0,1,0,1,128,524288,1,1,512,1.258198,99973568.000000,0.030216,26739264.000000,0,0,60.007706
ofs-update,0,1,0,1,128,524288,1,1,1024,1.050585,64320256.000000,0.031974,22282720.000000,0,0,60.007706
ofs-update,0,1,0,1,128,524288,1,1,4096,1.009237,64338016.000000,0.028747,22282720.000000,0,0,60.007706
