test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,2097152,1,1,0,0,0,0,0,180.483027,3284114512.000000,184.282663
ofs-update,1,1,0,1,128,2097152,1,1,128,0.540791,109481376.000000,0.069232,40108896.000000,0,0,184.282663
ofs-update,1,1,0,1,128,2097152,1,1,512,0.552984,154005056.000000,0.021924,31195808.000000,0,0,184.282663
ofs-update,1,1,0,1,128,2097152,1,1,1024,0.550631,154011776.000000,0.018916,22282720.000000,0,0,184.282663
ofs-update,1,1,0,1,128,2097152,1,1,4096,0.468507,82719552.000000,0.018840,26739264.000000,0,0,184.282663
