test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,1048576,1,1,0,0,0,0,0,109.225233,1645788240.000000,114.569492
ofs-update,0,1,1,1,128,1048576,1,1,128,0.487339,15304544.000000,0.042817,3343488.000000,0,0,114.569492
ofs-update,0,1,1,1,128,1048576,1,1,512,0.442470,9071136.000000,0.027699,4736608.000000,0,0,114.569492
ofs-update,0,1,1,1,128,1048576,1,1,1024,0.454428,9053376.000000,0.049000,10309088.000000,0,0,114.569492
ofs-update,0,1,1,1,128,1048576,1,1,4096,0.462241,9066336.000000,0.182245,31205888.000000,0,0,114.569492
