test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,524288,1,1,0,0,0,0,0,54.665744,821206096.000000,58.315293
ofs-update,0,1,1,1,128,524288,1,1,128,0.490677,35439840.000000,0.031468,10027872.000000,0,0,58.315293
ofs-update,0,1,1,1,128,524288,1,1,512,0.494970,39890432.000000,0.013299,8913664.000000,0,0,58.315293
ofs-update,0,1,1,1,128,524288,1,1,1024,0.433347,22045824.000000,0.010508,7799456.000000,0,0,58.315293
ofs-update,0,1,1,1,128,524288,1,1,4096,0.437323,22055904.000000,0.037743,26740992.000000,0,0,58.315293
