test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,262144,1,1,0,0,0,0,0,23.267524,406614096.000000,25.965663
ofs-update,1,1,0,1,128,262144,1,1,128,0.338930,55127328.000000,0.031830,26739264.000000,0,0,25.965663
ofs-update,1,1,0,1,128,262144,1,1,512,0.412953,99702848.000000,0.021817,17826176.000000,0,0,25.965663
ofs-update,1,1,0,1,128,262144,1,1,1024,0.412393,90780160.000000,0.019511,13369632.000000,0,0,25.965663
ofs-update,1,1,0,1,128,262144,1,1,4096,0.364585,55130688.000000,0.023315,22282720.000000,0,0,25.965663
