test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,65536,1,1,0,0,0,0,0,7.322660,98310480.000000,10.365007
ofs-update,0,1,1,1,128,65536,1,1,128,0.418471,36858592.000000,0.034906,17826176.000000,0,0,10.365007
ofs-update,0,1,1,1,128,65536,1,1,512,0.537544,63611296.000000,0.023525,13369632.000000,0,0,10.365007
ofs-update,0,1,1,1,128,65536,1,1,1024,0.490608,63574816.000000,0.019687,8913088.000000,0,0,10.365007
ofs-update,0,1,1,1,128,65536,1,1,4096,0.359348,36850432.000000,0.019033,4456544.000000,0,0,10.365007
