test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,1,1,128,1048576,1,1,0,0,0,94.401142,1643527248.000000,0,182.403893
ofs,1,1,1,1,128,1048576,1,1,1,0.034714,0.445617,0,0,1.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,2,0.014526,0.439992,0,0,2.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,4,0.011399,0.454020,0,0,4.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,8,0.011119,0.452436,0,0,8.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,16,0.010630,0.458258,0,0,16.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,32,0.011338,0.448983,0,0,32.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,64,0.009823,0.469223,0,0,64.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,128,0.008025,0.463352,0,0,128.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,256,0.012148,0.451857,0,0,256.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,512,0.011423,0.457470,0,0,512.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,1024,0.011217,0.439455,0,0,1024.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,2048,0.020824,0.688525,0,0,2048.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,4096,0.038172,1.056487,0,0,4096.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,8192,0.080534,1.823037,0,0,8192.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,16384,0.148409,3.070751,0,0,16384.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,32768,0.275376,5.330891,0,0,32768.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,65536,0.529926,9.023545,0,0,65536.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,131072,1.039613,15.193692,0,0,131072.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,262144,1.862747,0,0,0,262144.000000,182.403893
ofs,1,1,1,1,128,1048576,1,1,524288,3.477630,0,0,0,524288.000000,182.403893
