test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,128,1048576,1,1,0,0,0,95.955421,1639828560.000000,0,136.099884
ofs,1,1,0,1,128,1048576,1,1,1,0.044237,0.483299,0,0,1.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,2,0.021269,0.491305,0,0,2.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,4,0.018869,0.467378,0,0,4.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,8,0.016809,0.500845,0,0,8.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,16,0.018707,0.508536,0,0,16.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,32,0.010826,0.523847,0,0,32.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,64,0.020436,0.503639,0,0,64.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,128,0.016429,0.527409,0,0,128.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,256,0.016125,0.507315,0,0,256.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,512,0.020397,0.501917,0,0,512.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,1024,0.015433,0.509078,0,0,1024.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,2048,0.013841,0.523660,0,0,2048.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,4096,0.014922,0.513393,0,0,4096.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,8192,0.024780,0.813566,0,0,8192.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,16384,0.047986,1.285520,0,0,16384.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,32768,0.069233,2.116409,0,0,32768.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,65536,0.146709,3.289820,0,0,65536.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,131072,0.304250,5.761267,0,0,131072.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,262144,0.479859,0,0,0,262144.000000,136.099884
ofs,1,1,0,1,128,1048576,1,1,524288,0.785733,0,0,0,524288.000000,136.099884
