test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,1,1,128,1048576,1,1,0,0,0,93.580654,1645788240.000000,0,324.465818
ofs,1,1,1,1,128,1048576,1,1,1,0.031429,0.444043,0,0,1.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,2,0.012420,0.432392,0,0,2.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,4,0.012750,0.443128,0,0,4.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,8,0.016224,0.426423,0,0,8.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,16,0.011519,0.465699,0,0,16.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,32,0.010179,0.422094,0,0,32.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,64,0.010315,0.435857,0,0,64.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,128,0.009989,0.436191,0,0,128.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,256,0.009586,0.443888,0,0,256.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,512,0.018042,0.625125,0,0,512.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,1024,0.041578,1.041353,0,0,1024.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,2048,0.076481,1.668157,0,0,2048.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,4096,0.155906,3.000284,0,0,4096.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,8192,0.315947,4.989178,0,0,8192.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,16384,0.614897,8.664431,0,0,16384.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,32768,1.234705,14.732986,0,0,32768.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,65536,2.357553,26.002072,0,0,65536.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,131072,4.678377,44.285625,0,0,131072.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,262144,9.208959,0,0,0,262144.000000,324.465818
ofs,1,1,1,1,128,1048576,1,1,524288,18.030676,0,0,0,524288.000000,324.465818
