test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,1,1,0,1,1024,1048576,3,1,0,0,0,0,0,154.073492,17756902016.000000,0,183.962601
ofs-update,1,1,0,1,1024,1048576,3,1,128,4.476798,1896137184.000000,2.752485,948647712.000000,0,0,128.000000,183.962601
ofs-update,1,1,0,1,1024,1048576,3,1,512,5.015537,1896125184.000000,2.379670,948637632.000000,0,0,512.000000,183.962601
ofs-update,1,1,0,1,1024,1048576,3,1,1024,4.672449,1896133824.000000,2.348924,948637632.000000,0,0,1024.000000,183.962601
ofs-update,1,1,0,1,1024,1048576,3,1,4096,4.927821,1896116544.000000,2.637507,948643392.000000,0,0,4096.000000,183.962601
