test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,vl,total_time
omap,1,1,0,1,128,8388608,24,1,0,0,0,0.000000,0,0,0,32225.171160,617401475200.000000,0,4471.422906
omap,1,1,0,1,128,8388608,24,1,1,0.114233,2422808.960000,0,0.225487,4558784.000000,35614.000000,0,0,1.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,2,0,0,0,0.236065,4619136.000000,36086.000000,0,0,2.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,4,0,0,0,0.224261,4708928.000000,36787.000000,0,0,4.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,8,0,0,0,0.327073,4863488.000000,37995.000000,0,0,8.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,16,0,0,0,0.297462,5185856.000000,40513.000000,0,0,16.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,32,0,0,0,0.289564,5893888.000000,46045.000000,0,0,32.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,64,0,0,0,0.331259,7123008.000000,55647.000000,0,0,64.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,128,0,0,0,0.481326,9622464.000000,75174.000000,0,0,128.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,256,0,0,0,0.750159,14326976.000000,111928.000000,0,0,256.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,512,0,0,0,1.255175,23257600.000000,181699.000000,0,0,512.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,1024,0,0,0,2.155568,39764608.000000,310660.000000,0,0,1024.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,2048,0,0,0,3.525811,69761024.000000,545007.000000,0,0,2048.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,4096,0,0,0,6.546519,124497344.000000,972634.000000,0,0,4096.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,8192,0,0,0,13.983041,221999680.000000,1734371.000000,0,0,8192.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,16384,0,0,0,26.477797,393865984.000000,3077077.000000,0,0,16384.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,32768,0,0,0,45.813729,688089344.000000,5375697.000000,0,0,32768.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,65536,0,0,0,81.477506,1183598400.000000,9246861.000000,0,0,65536.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,131072,0,0,0,147.466798,1986066560.000000,15516144.000000,0,0,131072.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,262144,0,0,0,258.250164,3222693760.000000,25177294.000000,0,0,262144.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,524288,0,0,0,445.150075,4986376448.000000,38956065.000000,0,0,524288.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,1048576,0,0,0,721.264705,7241979456.000000,56577963.000000,0,0,1048576.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,2097152,0,0,0,1039.268093,9632903424.000000,75257057.000000,0,0,2097152.000000,4471.422906
omap,1,1,0,1,128,8388608,24,1,4194304,0,0,0,1341.936097,11455591232.000000,89496805.000000,0,0,4194304.000000,4471.422906
