test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,vl,total_time
ofs,0,0,1,1,300,8388608,4,32,0,0,0,13.444722,0,0,0,111.325352,1090780800.000000,0,2257.231832
ofs,0,0,1,1,300,8388608,4,32,1,0.870409,386313680.000000,0,3.141020,1268297120.000000,4217388.000000,0,0,10269.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,2,1.001551,538099760.000000,0,12.911687,1328854640.000000,4417671.000000,0,0,11844.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,3,1.105486,59875472.000000,0,7.343861,153615456.000000,511221.000000,0,0,830.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,4,1.740523,101275568.000000,0,7.972177,237955056.000000,791916.000000,0,0,1267.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,5,1.158243,68789808.000000,0,3.808030,150625936.000000,501307.000000,0,0,779.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,6,1.476231,89288288.000000,0,4.315881,199260832.000000,663139.000000,0,0,1063.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,7,0.666443,38073632.000000,0,1.756255,82320048.000000,273958.000000,0,0,442.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,8,1.647750,102077520.000000,0,4.535537,228369456.000000,760022.000000,0,0,1209.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,9,0.368491,143229680.000000,0,2.524072,447199280.000000,1488335.000000,0,0,2329.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,10,1.366778,82402816.000000,0,3.759705,176402928.000000,587109.000000,0,0,900.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,11,0.237023,11566048.000000,0,0.748478,24664000.000000,82098.000000,0,0,115.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,12,1.591494,98981872.000000,0,4.763347,216284864.000000,719849.000000,0,0,1100.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,13,0.673213,335914800.000000,0,2.524065,862804240.000000,2871228.000000,0,0,4786.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,14,0.329011,17986752.000000,0,0.700913,36204544.000000,120540.000000,0,0,141.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,15,1.400194,89953168.000000,0,2.846889,189554160.000000,630879.000000,0,0,968.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,16,1.357590,711164800.000000,0,5.252578,1704127200.000000,5664164.000000,0,0,16260.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,17,17.565541,2651966320.000000,0,27.113986,5302941440.000000,17504048.000000,0,0,172423.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,18,1.289702,80512272.000000,0,9.151454,168409408.000000,560491.000000,0,0,873.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,19,14.294434,5302759040.000000,0,15.556058,5302926080.000000,16800359.000000,0,0,876061.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,20,0.444778,183710640.000000,0,2.156886,437123200.000000,1454797.000000,0,0,2280.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,21,1.118991,528602080.000000,0,4.860586,1318847680.000000,4386739.000000,0,0,9419.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,22,1.608330,548849520.000000,0,4.205960,1298649680.000000,4320404.000000,0,0,8428.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,23,2.152736,124078432.000000,0,6.938162,264549232.000000,880472.000000,0,0,1358.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,24,1.915579,114528464.000000,0,3.179250,238558160.000000,793966.000000,0,0,1227.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,25,8.264106,1340578560.000000,0,6.757067,3497847600.000000,11628374.000000,0,0,31118.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,26,0.426974,4347360.000000,0,0.823908,8574240.000000,28578.000000,0,0,2.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,27,6.964484,2039718720.000000,0,11.237606,4754704480.000000,15806576.000000,0,0,42438.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,28,2.951925,46413280.000000,0,17.341175,91346480.000000,304463.000000,0,0,25.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,29,1.182984,589261360.000000,0,3.494018,1318795600.000000,4387518.000000,0,0,8467.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,30,3.664111,62192560.000000,0,13.620095,117069920.000000,390201.000000,0,0,32.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,31,0.250280,12232144.000000,0,0.629992,24803072.000000,82594.000000,0,0,82.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,32,0.997131,63013008.000000,0,2.166434,132195456.000000,439952.000000,0,0,699.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,33,1.051393,68214336.000000,0,2.258290,143922112.000000,478973.000000,0,0,767.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,34,0.755590,46381760.000000,0,1.606836,96549072.000000,321372.000000,0,0,458.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,35,0.605373,203994320.000000,0,1.317939,427061280.000000,1420203.000000,0,0,3334.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,36,0.701009,41660528.000000,0,1.376100,84908208.000000,282627.000000,0,0,400.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,37,7.615975,1907754320.000000,0,12.286774,4339195280.000000,14425120.000000,0,0,38864.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,38,0.932096,7035200.000000,0,1.520603,12139760.000000,40462.000000,0,0,3.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,39,1.036109,7043920.000000,0,3.351350,12224080.000000,40743.000000,0,0,3.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,40,0.515925,6706592.000000,0,2.384293,12979584.000000,43220.000000,0,0,45.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,41,0.403798,7044256.000000,0,2.675701,13868016.000000,46190.000000,0,0,36.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,42,2.016254,47223040.000000,0,6.751976,94944512.000000,316011.000000,0,0,470.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,43,18.011668,1309591200.000000,0,20.477411,3082250560.000000,10249145.000000,0,0,25023.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,44,2.651923,16882960.000000,0,2.884827,30372080.000000,101232.000000,0,0,8.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,45,0.528339,6739472.000000,0,0.379312,12925104.000000,43028.000000,0,0,55.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,46,4.419368,128281744.000000,0,3.707483,264610080.000000,880681.000000,0,0,1352.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,47,13.932632,2809720960.000000,0,20.303582,6183501040.000000,20555563.000000,0,0,56107.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,48,0.549867,9060000.000000,0,1.427503,15862400.000000,52870.000000,0,0,4.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,49,0.922766,16908880.000000,0,2.438513,30389920.000000,101291.000000,0,0,8.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,50,0.752521,13045520.000000,0,1.817234,23176480.000000,77248.000000,0,0,6.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,51,1.783039,117507952.000000,0,3.564546,243138464.000000,809237.000000,0,0,1224.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,52,0.301859,5208640.000000,0,0.715854,8622400.000000,28739.000000,0,0,2.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,53,1.609131,792104160.000000,0,4.508124,1694123600.000000,5631584.000000,0,0,15494.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,54,0.183964,3198640.000000,0,0.431562,5009040.000000,16695.000000,0,0,1.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,55,1.060820,356305760.000000,0,2.015778,893140720.000000,2972013.000000,0,0,5122.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,56,2.087168,37053120.000000,0,7.063591,66801040.000000,222652.000000,0,0,18.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,57,0.404624,7160800.000000,0,2.204409,12333120.000000,41107.000000,0,0,3.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,58,1.619575,104083728.000000,0,9.779687,215490400.000000,717176.000000,0,0,1125.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,59,0.402171,25086160.000000,0,1.336278,48850000.000000,162635.000000,0,0,198.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,60,0.236251,13719712.000000,0,0.824262,25188016.000000,83892.000000,0,0,68.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,61,1.377526,406785040.000000,0,6.127507,893206720.000000,2971567.000000,0,0,5788.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,62,2.263979,128790288.000000,0,7.299891,262737456.000000,874390.000000,0,0,1401.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,63,21.971676,2982391680.000000,0,25.510694,6599086080.000000,21936883.000000,0,0,60070.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,64,4.152098,812346080.000000,0,3.487333,1754711600.000000,5835135.000000,0,0,13903.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,65,3.754544,1217926080.000000,0,5.693027,2656648960.000000,8832178.000000,0,0,23318.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,66,0.334803,5204400.000000,0,0.595319,8647040.000000,28821.000000,0,0,2.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,67,0.842590,53177824.000000,0,1.566262,108854704.000000,362288.000000,0,0,561.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,68,1.114026,19204880.000000,0,2.426689,34337760.000000,114450.000000,0,0,9.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,69,1.090976,19327520.000000,0,2.410260,34186800.000000,113947.000000,0,0,9.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,70,2.549669,1481330000.000000,0,6.778166,3072276960.000000,10215874.000000,0,0,25049.000000,2257.231832
ofs,0,0,1,1,300,8388608,4,32,71,0.972966,376550560.000000,0,2.324719,893142640.000000,2969300.000000,0,0,7842.000000,2257.231832
