id,search
0,0.0
1,0.243773
2,0.24545
4,0.250904
8,0.243765
16,0.24445
32,0.287505
64,0.367667
128,0.49066
256,0.709779
512,1.050683
1024,1.810495
2048,3.350348
4096,5.716267
8192,10.644311
16384,19.407863
32768,35.940528
65536,61.181961
131072,100.85361
262144,147.098319
