id,search
0,0.0
1,0.403542
2,0.407758
4,0.410572
8,0.405821
16,0.432222
32,0.41761
64,0.408031
128,0.421308
256,0.425659
512,0.402325
1024,0.66159
2048,1.164109
4096,2.123125
8192,4.17323
16384,8.091365
32768,15.982907
65536,31.649923
131072,63.44779
262144,126.767724
