id,search
0,0.0
1,0.405371
2,0.395038
4,0.380884
8,0.380038
16,0.386616
32,0.390603
64,0.38818
128,0.397317
256,0.388269
512,0.403388
1024,0.388193
2048,0.378352
4096,0.385083
8192,0.624196
16384,1.097648
32768,1.995911
65536,3.796011
131072,7.692148
262144,14.886406
