test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,1048576,1,1,0,0,0,144.228082,604879952.000000,0,1641.832692
ofs,1,1,0,1,4,1048576,1,1,1,0.417771,0.403542,0,0,1.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,2,0.386451,0.407758,0,0,2.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,4,0.387545,0.410572,0,0,4.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,8,0.394058,0.405821,0,0,8.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,16,0.388452,0.432222,0,0,16.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,32,0.378899,0.417610,0,0,32.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,64,0.384571,0.408031,0,0,64.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,128,0.381796,0.421308,0,0,128.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,256,0.387121,0.425659,0,0,256.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,512,0.386324,0.402325,0,0,512.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,1024,0.516188,0.661590,0,0,1024.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,2048,0.788829,1.164109,0,0,2048.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,4096,1.344875,2.123125,0,0,4096.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,8192,2.464636,4.173230,0,0,8192.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,16384,4.611418,8.091365,0,0,16384.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,32768,9.080324,15.982907,0,0,32768.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,65536,17.648963,31.649923,0,0,65536.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,131072,35.059401,63.447790,0,0,131072.000000,1641.832692
ofs,1,1,0,1,4,1048576,1,1,262144,69.389601,126.767724,0,0,262144.000000,1641.832692
