test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,0,1,128,2,2,1,0,0.000651,2220.720000,0.000000,0.000801,2256.000000,16.000000,0.004294,736.000000,0.152272
omap,0,0,0,1,128,1024,11,1,0,0.020731,300243.840000,0.000000,0.020870,302967.040000,2365.700000,0.013850,752928.000000,4.194552
omap,0,0,0,1,128,2048,12,1,0,0.025954,389108.480000,0.000000,0.025573,391596.160000,3058.120000,0.025396,1506592.000000,5.211997
omap,0,0,0,1,128,4096,13,1,0,0.031921,487062.720000,0.000000,0.032054,489675.520000,3824.300000,0.051047,3013920.000000,6.510206
omap,0,0,0,1,128,8192,14,1,0,0.037631,605470.400000,0.000000,0.038672,612153.280000,4781.210000,0.085363,6028576.000000,7.830715
omap,0,0,0,1,128,16384,15,1,0,0.043724,724731.840000,0.000000,0.044425,732930.880000,5724.740000,0.198764,12057888.000000,9.264302
omap,0,0,0,1,128,32768,16,1,0,0.051572,859007.680000,0.000000,0.051109,869856.320000,6794.490000,0.290964,24116512.000000,10.918897
omap,0,0,0,1,128,65536,17,1,0,0.059733,1012471.040000,0.000000,0.059403,1029862.720000,8044.510000,0.584779,48233760.000000,13.206269
omap,0,0,0,1,128,131072,18,1,0,0.067490,1172448.000000,0.000000,0.064580,1184275.520000,9250.820000,1.132617,96468256.000000,15.787723
omap,0,0,0,1,128,262144,19,1,0,0.075496,1339711.360000,0.000000,0.074028,1353629.120000,10573.920000,2.155324,192937248.000000,19.110201
omap,0,0,0,1,128,524288,20,1,0,0.084124,1532594.880000,0.000000,0.082742,1555837.760000,12153.710000,4.329211,385875232.000000,23.018930
omap,0,0,0,1,128,4,3,1,0,0.001123,5725.520000,0.000000,0.001293,5889.280000,44.880000,0.004330,2208.000000,0.249393
omap,0,0,0,1,128,1048576,21,1,0,0.093985,1721739.520000,0.000000,0.091062,1747367.040000,13649.990000,8.684351,771751200.000000,29.192188
omap,0,0,0,1,128,2097152,22,1,0,0.104396,1928055.040000,0.000000,0.104007,1955353.280000,15274.920000,17.564426,1543503136.000000,40.407933
omap,0,0,0,1,128,4194304,23,1,0,0.118913,2154750.400000,0.000000,0.119978,2189982.720000,17107.930000,37.205367,3087007008.000000,63.097711
omap,0,0,0,1,128,8388608,24,1,0,0.142721,2386855.360000,0.000000,0.141065,2421373.760000,18915.650000,77.540050,6174014752.000000,107.921627
omap,0,0,0,1,128,8,4,1,0,0.001452,12198.000000,0.000000,0.001575,13067.520000,100.920000,0.004514,5152.000000,0.322348
omap,0,0,0,1,128,16,5,1,0,0.002424,23285.840000,0.000000,0.002442,26673.280000,207.030000,0.003976,11040.000000,0.494169
omap,0,0,0,1,128,32,6,1,0,0.003655,39111.040000,0.000000,0.003798,41668.160000,324.210000,0.003903,22816.000000,0.752718
omap,0,0,0,1,128,64,7,1,0,0.005752,67174.720000,0.000000,0.005608,67079.040000,522.840000,0.003975,46368.000000,1.143099
omap,0,0,0,1,128,128,8,1,0,0.008456,107213.120000,0.000000,0.008505,108898.560000,849.520000,0.005948,93472.000000,1.797497
omap,0,0,0,1,128,256,9,1,0,0.011877,159064.320000,0.000000,0.011781,159873.920000,1247.790000,0.006172,187680.000000,2.398120
omap,0,0,0,1,128,512,10,1,0,0.015760,221558.080000,0.000000,0.016013,224980.480000,1756.410000,0.008837,376096.000000,3.205846
omap,0,0,0,1,32,2,2,1,0,0.000708,1086.000000,0.000000,0.000791,1104.000000,33.000000,0.004094,352.000000,0.162162
omap,0,0,0,1,32,1024,11,1,0,0.020207,144415.040000,0.000000,0.020400,144840.960000,4525.280000,0.013411,360096.000000,4.117600
omap,0,0,0,1,32,2048,12,1,0,0.025584,184511.360000,0.000000,0.025299,187242.880000,5850.340000,0.023667,720544.000000,5.134299
omap,0,0,0,1,32,4096,13,1,0,0.031062,232967.680000,0.000000,0.031266,234850.880000,7338.090000,0.044471,1441440.000000,6.315794
omap,0,0,0,1,32,8192,14,1,0,0.037457,289143.360000,0.000000,0.037598,291867.840000,9119.870000,0.080024,2883232.000000,7.653614
omap,0,0,0,1,32,16384,15,1,0,0.043738,346885.440000,0.000000,0.044842,351736.000000,10990.750000,0.125036,5766816.000000,9.081945
omap,0,0,0,1,32,32768,16,1,0,0.050955,410396.800000,0.000000,0.050232,414905.920000,12964.810000,0.270163,11533984.000000,10.579189
omap,0,0,0,1,32,65536,17,1,0,0.059512,485738.880000,0.000000,0.059009,491374.400000,15354.450000,0.493385,23068320.000000,12.700393
