test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,0,0,1,1,32,2048,3,2,16,0.135920,909984.000000,0.164193,808832.000000,0,0,16.000000,0.706645
ofs-update,0,0,1,1,32,2048,3,2,128,0.050372,457792.000000,0.052101,356096.000000,0,0,128.000000,0.706645
ofs-update,0,0,1,1,32,2048,3,2,1024,0.056864,446272.000000,0.049096,447712.000000,0,0,1024.000000,0.706645
ofs-update,0,0,1,1,32,16384,3,2,0,0,0,0,0,1.839946,13576272.000000,0,3.009117
ofs-update,0,0,1,1,32,16384,3,2,16,0.357603,1999680.000000,0.216149,1028320.000000,0,0,16.000000,3.009117
ofs-update,0,0,1,1,32,16384,3,2,128,0.086617,2049088.000000,0.108091,1258304.000000,0,0,128.000000,3.009117
ofs-update,0,0,1,1,32,16384,3,2,1024,0.086065,2053408.000000,0.115866,2053408.000000,0,0,1024.000000,3.009117
ofs-update,0,0,1,1,32,16384,3,2,4096,0.096883,2055328.000000,0.098748,2057728.000000,0,0,4096.000000,3.009117
ofs-update,0,0,1,1,32,32,3,2,0,0,0,0,0,0.011500,14880.000000,0,0.029804
ofs-update,0,0,1,1,32,32,3,2,16,0.007831,27616.000000,0.008922,28448.000000,0,0,16.000000,0.029804
ofs-update,0,0,1,1,32,256,3,2,0,0,0,0,0,0.027753,122400.000000,0,0.131538
ofs-update,0,0,1,1,32,256,3,2,16,0.024302,128320.000000,0.027060,125600.000000,0,0,16.000000,0.131538
ofs-update,0,0,1,1,32,256,3,2,128,0.023934,131200.000000,0.026741,131200.000000,0,0,128.000000,0.131538
ofs-update,0,0,1,1,4096,2048,3,2,0,0,0,0,0,0.498306,68078160.000000,0,1.466550
ofs-update,0,0,1,1,4096,2048,3,2,16,0.247392,25864800.000000,0.187652,9137664.000000,0,0,16.000000,1.466550
ofs-update,0,0,1,1,4096,2048,3,2,128,0.132903,17100576.000000,0.106157,8671968.000000,0,0,128.000000,1.466550
ofs-update,0,0,1,1,4096,2048,3,2,1024,0.140436,17099616.000000,0.150625,17091456.000000,0,0,1024.000000,1.466550
ofs-update,0,0,1,1,4096,16384,3,2,0,0,0,0,0,3.831162,545732688.000000,0,9.050531
ofs-update,0,0,1,1,4096,16384,3,2,16,0.439135,33189600.000000,0.220776,11412000.000000,0,0,16.000000,9.050531
ofs-update,0,0,1,1,4096,16384,3,2,128,0.729087,135230240.000000,0.779476,67856320.000000,0,0,128.000000,9.050531
ofs-update,0,0,1,1,4096,16384,3,2,1024,0.725789,135211520.000000,0.780133,135223520.000000,0,0,1024.000000,9.050531
ofs-update,0,0,1,1,4096,16384,3,2,4096,0.747802,135226400.000000,0.793871,135220640.000000,0,0,4096.000000,9.050531
ofs-update,0,0,1,1,4096,32,3,2,0,0,0,0,0,0.010738,14880.000000,0,0.029544
ofs-update,0,0,1,1,4096,32,3,2,16,0.008705,289152.000000,0.008683,156576.000000,0,0,16.000000,0.029544
ofs-update,0,0,1,1,4096,256,3,2,0,0,0,0,0,0.083308,8425296.000000,0,0.220943
ofs-update,0,0,1,1,4096,256,3,2,16,0.031653,2205248.000000,0.033890,1162144.000000,0,0,16.000000,0.220943
ofs-update,0,0,1,1,4096,256,3,2,128,0.034465,2212928.000000,0.034722,2210048.000000,0,0,128.000000,0.220943
ofs-update,0,1,1,1,128,2048,3,2,0,0,0,0,0,0.209992,3320400.000000,0,0.733478
ofs-update,0,1,1,1,128,2048,3,2,16,0.137454,1498368.000000,0.162765,995840.000000,0,0,16.000000,0.733478
ofs-update,0,1,1,1,128,2048,3,2,128,0.050952,846208.000000,0.054652,549824.000000,0,0,128.000000,0.733478
ofs-update,0,1,1,1,128,2048,3,2,1024,0.061784,851488.000000,0.052334,839968.000000,0,0,1024.000000,0.733478
ofs-update,0,1,1,1,128,16384,3,2,0,0,0,0,0,1.939187,26146896.000000,0,3.123354
ofs-update,0,1,1,1,128,16384,3,2,16,0.338183,2765280.000000,0.204974,1286080.000000,0,0,16.000000,3.123354
ofs-update,0,1,1,1,128,16384,3,2,128,0.103427,5189056.000000,0.103445,2830688.000000,0,0,128.000000,3.123354
ofs-update,0,1,1,1,128,16384,3,2,1024,0.103690,5197696.000000,0.109673,5196256.000000,0,0,1024.000000,3.123354
ofs-update,0,1,1,1,128,16384,3,2,4096,0.105805,5203936.000000,0.110651,5200576.000000,0,0,4096.000000,3.123354
ofs-update,0,1,1,1,128,32,3,2,0,0,0,0,0,0.010600,14880.000000,0,0.029125
ofs-update,0,1,1,1,128,32,3,2,16,0.007715,35200.000000,0.009071,32000.000000,0,0,16.000000,0.029125
ofs-update,0,1,1,1,128,256,3,2,0,0,0,0,0,0.038064,425808.000000,0,0.138038
ofs-update,0,1,1,1,128,256,3,2,16,0.024477,180352.000000,0.024150,142976.000000,0,0,16.000000,0.138038
ofs-update,0,1,1,1,128,256,3,2,128,0.024767,181312.000000,0.024258,177472.000000,0,0,128.000000,0.138038
ofs-update,0,1,1,1,32,2048,3,2,0,0,0,0,0,0.204620,1753680.000000,0,0.717967
ofs-update,0,1,1,1,32,2048,3,2,16,0.134032,899424.000000,0.162867,802112.000000,0,0,16.000000,0.717967
ofs-update,0,1,1,1,32,2048,3,2,128,0.053200,456832.000000,0.054340,346976.000000,0,0,128.000000,0.717967
ofs-update,0,1,1,1,32,2048,3,2,1024,0.049201,449152.000000,0.056417,466432.000000,0,0,1024.000000,0.717967
ofs-update,0,1,1,1,32,16384,3,2,0,0,0,0,0,1.707644,13576272.000000,0,2.816601
ofs-update,0,1,1,1,32,16384,3,2,16,0.349336,2010720.000000,0.194469,1036480.000000,0,0,16.000000,2.816601
ofs-update,0,1,1,1,32,16384,3,2,128,0.096131,2045728.000000,0.089170,1264064.000000,0,0,128.000000,2.816601
ofs-update,0,1,1,1,32,16384,3,2,1024,0.096850,2044288.000000,0.094662,2062048.000000,0,0,1024.000000,2.816601
ofs-update,0,1,1,1,32,16384,3,2,4096,0.091460,2040448.000000,0.092739,2039008.000000,0,0,4096.000000,2.816601
ofs-update,0,1,1,1,32,32,3,2,0,0,0,0,0,0.012866,14880.000000,0,0.032471
ofs-update,0,1,1,1,32,32,3,2,16,0.008608,28096.000000,0.009263,27488.000000,0,0,16.000000,0.032471
ofs-update,0,1,1,1,32,256,3,2,0,0,0,0,0,0.028698,122400.000000,0,0.127934
ofs-update,0,1,1,1,32,256,3,2,16,0.023960,131200.000000,0.024807,116480.000000,0,0,16.000000,0.127934
ofs-update,0,1,1,1,32,256,3,2,128,0.024157,128800.000000,0.024567,133600.000000,0,0,128.000000,0.127934
ofs-update,0,1,1,1,4096,2048,3,2,0,0,0,0,0,0.473519,68078160.000000,0,1.387836
ofs-update,0,1,1,1,4096,2048,3,2,16,0.239272,25881120.000000,0.176257,9132384.000000,0,0,16.000000,1.387836
ofs-update,0,1,1,1,4096,2048,3,2,128,0.132323,17097696.000000,0.105874,8683488.000000,0,0,128.000000,1.387836
ofs-update,0,1,1,1,4096,2048,3,2,1024,0.127832,17092896.000000,0.129940,17093856.000000,0,0,1024.000000,1.387836
ofs-update,0,1,1,1,4096,16384,3,2,0,0,0,0,0,4.054095,545732688.000000,0,9.141643
ofs-update,0,1,1,1,4096,16384,3,2,16,0.432312,33224640.000000,0.234848,11433600.000000,0,0,16.000000,9.141643
ofs-update,0,1,1,1,4096,16384,3,2,128,0.724767,135213440.000000,0.694817,67854880.000000,0,0,128.000000,9.141643
ofs-update,0,1,1,1,4096,16384,3,2,1024,0.717283,135214400.000000,0.760208,135215840.000000,0,0,1024.000000,9.141643
ofs-update,0,1,1,1,4096,16384,3,2,4096,0.768182,135222560.000000,0.750291,135224480.000000,0,0,4096.000000,9.141643
ofs-update,0,1,1,1,4096,32,3,2,0,0,0,0,0,0.010321,14880.000000,0,0.029930
ofs-update,0,1,1,1,4096,32,3,2,16,0.008582,287712.000000,0.009354,156576.000000,0,0,16.000000,0.029930
ofs-update,0,1,1,1,4096,256,3,2,0,0,0,0,0,0.072286,8425296.000000,0,0.207222
ofs-update,0,1,1,1,4096,256,3,2,16,0.034588,2215808.000000,0.031771,1162624.000000,0,0,16.000000,0.207222
ofs-update,0,1,1,1,4096,256,3,2,128,0.033555,2213888.000000,0.032573,2205248.000000,0,0,128.000000,0.207222
