id,search
0,0.0
1,0.509737
2,0.464883
4,0.482123
8,0.482138
16,0.447715
32,0.477238
64,0.448979
128,0.476439
256,0.391596
512,0.37836
1024,0.391152
2048,0.379917
4096,0.369177
8192,0.678479
16384,1.171639
32768,2.105968
65536,4.049491
131072,7.698096
262144,14.947788
524288,30.65015
