omap,0,0,1,1,300,8,4,1,0,485193.220000,19665.440000,0.000000,433680.540000,19708.160000,64.200000,652450.000000,0.000000,0.096403
omap,0,0,1,1,300,16,5,1,0,876105.950000,40356.160000,0.000000,872083.070000,40327.680000,132.760000,662486.000000,0.000000,0.179149
omap,0,0,1,1,300,8,4,1,0,506246.580000,19523.040000,0.000000,528217.400000,19765.120000,64.400000,667036.000000,0.000000,0.115933
omap,0,0,1,1,300,16,5,1,0,757500.260000,40185.280000,0.000000,836484.730000,40384.640000,132.990000,635117.000000,0.000000,0.164043
omap,0,0,1,1,300,2097152,22,1,0,32292438.480000,2879441.920000,0.000000,31843726.130000,3144220.480000,10479.200000,640348.000000,0.000000,7.415698
omap,0,0,1,1,300,4194304,23,1,0,36093979.590000,3163430.240000,0.000000,35331777.030000,3431526.720000,11436.940000,706667.000000,0.000000,8.144950
test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,1,1,300,16,5,1,0,0.001048,40128.320000,0.000000,0.000949,40527.040000,133.440000,0.001479,0.000000,0.264549
test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,1,1,300,4194304,23,1,0,0.038024,3165552.000000,0.000000,0.037333,3436339.840000,11452.990000,0.000711,0.000000,8.537689
