Total memory usage: 83525008
test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,0,1,1,1,128,4194304,1,1,0,0,0,400.757423,6577454160.000000,0,835.998870
ofs,0,1,1,1,128,4194304,1,1,1,0.087764,0.703956,0,0,1.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,2,0.026039,0.697342,0,0,2.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,4,0.017038,0.699442,0,0,4.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,8,0.017014,0.693700,0,0,8.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,16,0.016253,0.697384,0,0,16.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,32,0.014012,0.703782,0,0,32.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,64,0.019802,0.743637,0,0,64.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,128,0.016508,0.709646,0,0,128.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,256,0.014924,0.697591,0,0,256.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,512,0.016093,0.705471,0,0,512.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,1024,0.015120,0.700325,0,0,1024.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,2048,0.029928,1.187017,0,0,2048.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,4096,0.063257,2.021536,0,0,4096.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,8192,0.108270,3.387191,0,0,8192.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,16384,0.203345,5.900576,0,0,16384.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,32768,0.409204,9.827074,0,0,32768.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,65536,0.782810,17.649971,0,0,65536.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,131072,1.553524,29.663715,0,0,131072.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,262144,2.977690,50.330376,0,0,262144.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,524288,5.614080,83.358030,0,0,524288.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,1048576,10.580691,0,0,0,1048576.000000,835.998870
ofs,0,1,1,1,128,4194304,1,1,2097152,20.369303,0,0,0,2097152.000000,835.998870
