test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,1,1,0,1,4096,32,3,2,0,0,0,0,0,0.002349,14880.000000,0,0.045791
ofs-update,1,1,0,1,4096,32,3,2,16,0.003649,288624.000000,0.002572,151104.000000,0,0,16.000000,0.045791
